file,encoding,score,top_tokens,sample
data\extracted_text\rko_izdaniya\pkps_ms_18__6ae2345c74.txt,utf-8,2,'Р°':2,"вого борта, м/с2;  av stb вертикальное ускорение для танка правого борта, м/с2; alng mid пР°Дольное ускорение для центрального танка, м/с2; аы^  продольное ускорение для танка левого борта, м/с2; aing stb ^дольное ускорение для танка правого борта, м/с2; aing ctr пР°Д°льное ускор"
