source,path,name,extension,size_bytes,size_mb,pages,chars,avg_chars_per_page,low_text_pages,status,extracted_path,sample,error
gdrive_source,data\gdrive_source\16094.360200.004_рев.4т Расположение и нумерация помещений.dwg,16094.360200.004_рев.4т Расположение и нумерация помещений.dwg,.dwg,4140982,3.949,,,,,needs_cad_converter,,,
gdrive_source,data\gdrive_source\16094.360200.035 Разбивка судна на секции. Припуски.dwg,16094.360200.035 Разбивка судна на секции. Припуски.dwg,.dwg,1466026,1.398,,,,,needs_cad_converter,,,
gdrive_source,data\gdrive_source\17041.362141.20306СБ_a2.dwg,17041.362141.20306СБ_a2.dwg,.dwg,12269805,11.701,,,,,needs_cad_converter,,,
gdrive_source,data\gdrive_source\17041.362141.50501_a1.dwg,17041.362141.50501_a1.dwg,.dwg,3959453,3.776,,,,,needs_cad_converter,,,
gdrive_source,data\gdrive_source\2-020101-174-2.pdf,2-020101-174-2.pdf,.pdf,8355794,7.969,336,796914,2349.1,0,read,data\extracted_text\gdrive_source\2-020101-174-2__5df610d3dd.txt,"===== PAGE 1 =====
РОССИЙСКИЙ МОРСКОЙ РЕГИСТР СУДОХОДСТВА 
 
 
Версия: 01.01.2026 
 
 
 
 
 
ПРАВИЛА 
КЛАССИФИКАЦИИ И ПОСТРОЙКИ 
МОРСКИХ СУДОВ 
 
ЧАСТЬ II 
КОРПУС 
 
 
НД № 2-020101-174 
 
 
 
 
 
 
 
Санкт-Петербург

===== PAGE 2 =====
ПРАВИЛА КЛАССИФИКАЦИИ И ПОСТРОЙКИ МОРСКИХ СУДОВ (ЧАСТЬ II) 
 
© Российский морской регистр судоходства, 2026 
Настоящая версия части II «Корпус» Правил классификации и постройки морских 
судов Российского морского регистра судоходства (РС, Регистр) утверждена 
в",
gdrive_source,data\gdrive_source\21900M2 360061 427_06.1 Альбом типовых конструкций.pdf,21900M2 360061 427_06.1 Альбом типовых конструкций.pdf,.pdf,5024946,4.792,80,56522,684.7,0,read,data\extracted_text\gdrive_source\21900M2_360061_427_06.1_Альбом_типовых_конструкций__8dd3545c20.txt,"===== PAGE 1 =====
Справ. №
Первичное применение
Инв. № дубл.
Подпись и дата
Взамен инв. №
Инв. № подл.
Подпись и дата
Копировал
Формат А4
Подпись
Н. контр.
Утвердил
Проверил
Нач. отд.
Изм.
Разработ.
Лист N документа
Листов
Дата
Лист
Литера
Масса
Масштаб
ПКБ ""ПЕТРОБАЛТ""
Россия, С.-Петербург
тел. +7 (812) 644-56-86
корпусных конструкций
Альбом типовых
80
1
21900M2.360061.427
Котикова
Гаврилов
Николаев
Тряпицына
Тимофеев
21900M2.360061.427
Альбом типовых
корпусных конструкций
18.02.22
18.02.22
18.",
gdrive_source,data\gdrive_source\21900M2 362135.0903СБ_02.pdf,21900M2 362135.0903СБ_02.pdf,.pdf,7027843,6.702,17,29238,1698.5,0,read,data\extracted_text\gdrive_source\21900M2_362135.0903СБ_02__f8e4dd0834.txt,"===== PAGE 1 =====
Копировал
Формат А1
Справ. N
Первичное применение
Инв. N дубл.
Подпись и дата
Взамен инв. N
Инв. N подл.
Подпись и дата
Подпись
Н. контр.
Утвердил
Проверил
Нач. отд.
Изм.
Разработ.
Лист N документа
Листов
Дата
Лист
Литера
Масса
Масштаб
ПКБ ""ПЕТРОБАЛТ""
Россия, С.-Петербург
тел. +7 (812) 644-56-86
21900M2.362135.0903СБ
Платформа
с нижележащими выгородками
в районе 52-66 шп. ЛБ
17
1:25
1
21900M2.362135.0903СБ
-
Волженина
Рахлеев
Гаврилов
Тряпицына
Тимофеев
Таблица условных обозна",
gdrive_source,data\gdrive_source\21900M2.362135.0903_02.pdf,21900M2.362135.0903_02.pdf,.pdf,141731,0.135,29,35934,1217.5,0,read,data\extracted_text\gdrive_source\21900M2.362135.0903_02__556758a767.txt,"===== PAGE 1 =====
01010211
4.31
5.41
01010301
4.24
3.78
01010303
2.25
3.65
010106
3.71
4.70
Итого:
3.71
4.70
02
24.12.25 Волженина
01
24.06.25 Волженина
Изм.
Дата
Разработал
Изм. Лист
№ докум.
Подп.
Дата
Оформил
Волженина
20.05.25
Лист
Листов
Нач. бюро
Рахлеев
20.05.25
1
29
Вед. проекта
Гаврилов
20.05.25
Нач. ОКПП
Тряпицына
20.05.25
Тимофеев
20.05.25
47.48
4.62
47.85
47.50
10.33
Подпись и дата
Перв. примен.
Справ. №
47.24
21.22
0.36
36.53
47.48
Масса, т
Плечо, м
Нагрузка по ОСТ 5.0206-2002
Огра",
gdrive_source,data\gdrive_source\21900M2.362190.001_01 - Разбивка корпуса на блоки и секции.dwg,21900M2.362190.001_01 - Разбивка корпуса на блоки и секции.dwg,.dwg,970547,0.926,,,,,needs_cad_converter,,,
gdrive_source,data\gdrive_source\KR501 - карта раскроя.dwg,KR501 - карта раскроя.dwg,.dwg,311656,0.297,,,,,needs_cad_converter,,,
gdrive_source,data\gdrive_source\SFI Классификатор.doc,SFI Классификатор.doc,.doc,287232,0.274,,,,,needs_doc_converter,,,
gdrive_source,data\gdrive_source\SFI перевод.xlsx,SFI перевод.xlsx,.xlsx,173739,0.166,,246929,,,read,data\extracted_text\gdrive_source\SFI_перевод__ccbe22783a.txt,"===== SHEET Лист1 =====
НОМЕР | АнглНаимен ИСПРАВЛ. | ПЕРЕВОД_чистовой
1 | SHIP GENERAL | СУДНО ОБЩЕЕ
10 | SPECIFICATION, ESTIMATING, DRAWING, INSTRUCTION, COURSES | СПЕЦИФИКАЦИЯ, СМЕТА, ЧЕРТЕЖИ, ИНСТРУКЦИИ, КУРСЫ
101 | CONTRACT/SPECIFIC. WORK, GENERAL DESIGN, MODEL TESTING | ДОГОВОР/СПЕЦИФИЧЕСКИЕ РАБОТЫ, ОБЩЕЕ ПРОЕКТИРОВАНИЕ, ИСПЫТАНИЯ МОДЕЛЕЙ
101001 | Towing tank tests | БУКСИРОВОЧНЫЕ ИСПЫТАНИЯ
101005 | Funnel tests | ИСПЫТАНИЯ ДЫМОВОЙ ТРУБЫ
101010 | Propeller cavitation tests | ИСПЫТАНИЯ КАВ",
gdrive_source,data\gdrive_source\АЕВШ.СТ10PM.001_Типовой проект управления проектом (2).dwg,АЕВШ.СТ10PM.001_Типовой проект управления проектом (2).dwg,.dwg,178124,0.17,,,,,needs_cad_converter,,,
gdrive_source,data\gdrive_source\ГОСТ 1062-80 Размерения надводных кораблей и судов главные Термины определения обозначения.docx,ГОСТ 1062-80 Размерения надводных кораблей и судов главные Термины определения обозначения.docx,.docx,562138,0.536,,13282,,,read,data\extracted_text\gdrive_source\ГОСТ_1062-80_Размерения_надводных_кораблей_и_судов_главные_Термины_определения_обозначения__02df0f13ba.txt,"ГОСУДАРСТВЕННЫЙ СТАНДАРТ
СОЮЗА ССР
РАЗМЕРЕНИЯ НАДВОДНЫХ КОРАБЛЕЙ И СУДОВ ГЛАВНЫЕ
ТЕРМИНЫ, ОПРЕДЕЛЕНИЯ И БУКВЕННЫЕ ОБОЗНАЧЕНИЯ
ГОСТ 1062-80
Издание официальное
ГОСУДАРСТВЕННЫЙ КОМИТЕТ СССР ПО СТАНДАРТАМ
Москва
ГОСТ 1062—68
Постановлением Государственного комитета СССР по стандартам от 29 мая 1980 г. № 2435 срок введения установлен
с 01.07. 1981 г.
Настоящий стандарт устанавливает применяемые в науке, технике и производстве термины, определения и буквенные обозначения главных размерений надводных",
gdrive_source,data\gdrive_source\ГОСТ 1062-80 Размерения надводных кораблей и судов главные Термины определения обозначения.pdf,ГОСТ 1062-80 Размерения надводных кораблей и судов главные Термины определения обозначения.pdf,.pdf,139507,0.133,11,13788,1232.5,0,read,data\extracted_text\gdrive_source\ГОСТ_1062-80_Размерения_надводных_кораблей_и_судов_главные_Термины_определения_обозначения__6ea00fe78c.txt,"===== PAGE 1 =====
ГОСУДАРСТВЕННЫЙ СТАНДАРТ 
СОЮЗА ССР
РАЗМЕРЕНИЯ НАДВОДНЫХ 
КОРАБЛЕЙ И СУДОВ ГЛАВНЫЕ
ТЕРМИНЫ, ОПРЕДЕЛЕНИЯ И БУКВЕННЫЕ ОБОЗНАЧЕНИЯ
ГОСТ 1062-80
Издание официальное
Цена 5 коп.
ГОСУДАРСТВЕННЫЙ КОМИТЕТ СССР ПО СТАНДАРТАМ 
Москва

===== PAGE 2 =====
УДК М1.4 : 629.12.001.24 : 006.354 
Группа Д00
ГОСУДАРСТВЕННЫЙ СТАНДАРТ СОЮЗА ССР
л
РАЗМЕРЕНИЯ НАДВОДНЫХ КОРАБЛЕЙ 
И СУДОВ ГЛАВНЫЕ
Термины, определения и буквенные обозначения
Principal ship dimensions. Terms, definitions 
and symbols
ГО",
gdrive_source,data\gdrive_source\ГОСТ 11265-73.pdf,ГОСТ 11265-73.pdf,.pdf,871274,0.831,32,692,0.0,32,likely_scan_or_low_text,data\extracted_text\gdrive_source\ГОСТ_11265-73__c2cfe5a229.txt,"===== PAGE 1 =====

===== PAGE 2 =====

===== PAGE 3 =====

===== PAGE 4 =====

===== PAGE 5 =====

===== PAGE 6 =====

===== PAGE 7 =====

===== PAGE 8 =====

===== PAGE 9 =====

===== PAGE 10 =====

===== PAGE 11 =====

===== PAGE 12 =====

===== PAGE 13 =====

===== PAGE 14 =====

===== PAGE 15 =====

===== PAGE 16 =====

===== PAGE 17 =====

===== PAGE 18 =====

===== PAGE 19 =====

===== PAGE 20 =====

===== PAGE 21 =====

===== PAGE 22 =====

===== PAGE 23 =====

===",
gdrive_source,data\gdrive_source\ГОСТ 12207-2010 Системная и программная инженерия.pdf,ГОСТ 12207-2010 Системная и программная инженерия.pdf,.pdf,711974,0.679,160,339566,2100.0,0,read,data\extracted_text\gdrive_source\ГОСТ_12207-2010_Системная_и_программная_инженерия__78fa35d5fc.txt,"===== PAGE 1 =====
ГОСТ Р ИСО/МЭК 12207-2010
Информационная технология.
Системная и программная инженерия.
Процессы жизненного цикла
программных средств
Принявший орган: Росстандарт
Дата введения 01.03.2012
Предисловие
Цели и принципы стандартизации в Российской Федерации установлены Федеральным
законом от 27 декабря 2002 г. N 184-ФЗ ""О техническом регулировании"", а правила
применения национальных стандартов Российской Федерации - ГОСТ Р 1.0-2004
""Стандартизация в Российской Федерации. Основные",
gdrive_source,data\gdrive_source\ГОСТ 15-016-2016 ТЗ Требования к содержанию и оформлению.pdf,ГОСТ 15-016-2016 ТЗ Требования к содержанию и оформлению.pdf,.pdf,3518672,3.356,30,84929,2809.3,0,read,data\extracted_text\gdrive_source\ГОСТ_15-016-2016_ТЗ_Требования_к_содержанию_и_оформлению__1634e8a032.txt,"===== PAGE 1 =====
МЕЖГОСУДАРСТВЕННЫЙ СОВЕТ ПО СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И СЕРТИФИКАЦИИ
(МГС)
INTERSTATE COUNCIL FOR STANDARDIZATION, METROLOGY AND CERTIFICATION
(ISC)
М Е Ж Г О С У Д А Р С Т В Е Н Н Ы Й
С Т А Н Д А Р Т
ГОСТ
15.016-
2016
Система разработки и постановки продукции 
на производство
ТЕХНИЧЕСКОЕ ЗАДАНИЕ
Требования к содержанию и оформлению
Издание официальное
Москва
Стамдартинформ
2017
элитные скатерти

===== PAGE 2 =====
ГОСТ 15.016—2016
Предисловие
Цели, основные принципы и основн",
gdrive_source,data\gdrive_source\ГОСТ 15.016-2016 ТЕХНИЧЕСКОЕ ЗАДАНИЕ.pdf,ГОСТ 15.016-2016 ТЕХНИЧЕСКОЕ ЗАДАНИЕ.pdf,.pdf,615673,0.587,30,84754,2803.5,0,read,data\extracted_text\gdrive_source\ГОСТ_15.016-2016_ТЕХНИЧЕСКОЕ_ЗАДАНИЕ__93e7d9d9b5.txt,"===== PAGE 1 =====
МЕЖГОСУДАРСТВЕННЫЙ СОВЕТ ПО СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И СЕРТИФИКАЦИИ
(МГС)
INTERSTATE COUNCIL FOR STANDARDIZATION, METROLOGY AND CERTIFICATION
(ISC)
М Е Ж Г О С У Д А Р С Т В Е Н Н Ы Й
С Т А Н Д А Р Т
ГОСТ
15.016-
2016
Система разработки и постановки продукции 
на производство
ТЕХНИЧЕСКОЕ ЗАДАНИЕ
Требования к содержанию и оформлению
Издание официальное
Москва
Стандартинформ
2017
оценка незавершенного строительства

===== PAGE 2 =====
ГОСТ 15.016—2016
Предисловие
Цели, основны",
gdrive_source,data\gdrive_source\ГОСТ 2.001-2013.pdf,ГОСТ 2.001-2013.pdf,.pdf,142083,0.136,8,19113,2368.4,0,read,data\extracted_text\gdrive_source\ГОСТ_2.001-2013__5bea7defc4.txt,"===== PAGE 1 =====
МЕЖГОСУДАРСТВЕННЫЙ СОВЕТ ПО СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И СЕРТИФИКАЦИИ
(МГС)
INTERSTATE COUNCIL FOR STANDARDIZATION, METROLOGY AND CERTIFICATION
(ISC)
М Е Ж Г О С У Д А Р С Т В Е Н Н Ы Й
С Т А Н Д А Р Т
ГОСТ
2.001-
2013
Единая система конструкторской документации 
ОБЩИЕ ПОЛОЖЕНИЯ
Издание официальное
Москва
Стандартинформ
2014

===== PAGE 2 =====
ГОСТ 2.001—2013
Предисловие
Цели, основные принципы и основной порядок проведения работ по межгосударственной стан­
дартизации установ",
gdrive_source,data\gdrive_source\ГОСТ 2.051-2013 ЕСКД Электронные документы Общ полож .pdf,ГОСТ 2.051-2013 ЕСКД Электронные документы Общ полож .pdf,.pdf,438943,0.419,13,30469,2322.6,0,read,data\extracted_text\gdrive_source\ГОСТ_2.051-2013_ЕСКД_Электронные_документы_Общ_полож__49ae5eecff.txt,"===== PAGE 1 =====
МЕЖГОСУДАРСТВЕННЫЙ СОВЕТ ПО СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И СЕРТИФИКАЦИИ
(МГС)
INTERSTATE COUNCIL FOR STANDARDIZATION, METROLOGY AND CERTIFICATION
(ISC)
М Е Ж Г О С У Д А Р С Т В Е Н Н Ы Й
С Т А Н Д А Р Т
ГОСТ
2.051-
2013
Единая система конструкторской документации
ЭЛЕКТРОННЫЕ ДОКУМЕНТЫ 
Общие положения
Издание официальное
Москва
Стандартинформ
2014
вязаные жакеты спицами

===== PAGE 2 =====
ГОСТ 2.051—2013
Предисловие
Цели, основные принципы и основной порядок проведения работ п",
gdrive_source,data\gdrive_source\ГОСТ 2.101-2016 Виды изделий.pdf,ГОСТ 2.101-2016 Виды изделий.pdf,.pdf,178583,0.17,11,15856,1420.5,0,read,data\extracted_text\gdrive_source\ГОСТ_2.101-2016_Виды_изделий__7857b7a9bb.txt,"===== PAGE 1 =====
МЕЖГОСУДАРСТВЕННЫЙ СОВЕТ ПО СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И СЕРТИФИКАЦИИ
(МГС)
INTERSTATE COUNCIL FOR STANDARDIZATION, METROLOGY AND CERTIFICATION
(ISC)
М Е Ж Г О С У Д А Р С Т В Е Н Н Ы Й
С Т А Н Д А Р Т
ГОСТ
2.101—
2016
Единая система конструкторской документации 
ВИДЫ ИЗДЕЛИЙ
Издание официальное
Москва
Стандартинформ
2018
купить салфетки

===== PAGE 2 =====
ГОСТ 2.101—2016
Предисловие
Цели, основные принципы и основной порядок проведения работ по межгосударственной стан­
дарти",
gdrive_source,data\gdrive_source\ГОСТ 2.102-2013 ВИДЫ И КОМПЛЕКТНОСТЬ КОНСТРУКТОРСКИХ ДОКУМЕНТОВ.docx,ГОСТ 2.102-2013 ВИДЫ И КОМПЛЕКТНОСТЬ КОНСТРУКТОРСКИХ ДОКУМЕНТОВ.docx,.docx,696481,0.664,,39144,,,read,data\extracted_text\gdrive_source\ГОСТ_2.102-2013_ВИДЫ_И_КОМПЛЕКТНОСТЬ_КОНСТРУКТОРСКИХ_ДОКУМЕНТОВ__e050227041.txt,"МЕЖГОСУДАРСТВЕННЫЙ СОВЕТ ПО СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И СЕРТИФИКАЦИИ (МГС)
INTERSTATE COUNClL FOR STANDARDlZATlON, METROLOGY AND CERTlFlCATlON
гост
2013
Единая система конструкторской документации
ВИДЫ И КОМПЛЕКТНОСТЬ КОНСТРУКТОРСКИХ ДОКУМЕНТОВ
Издание официальное
Москва
Стандартинформ
2014
Предисловие
Цели, основные принципы и основной порядок проведения работ по межгосударственной стандартизации установлены ГОСТ 1.0—92 «Межгосударственная система стандартизации. Основные положения» и ГОСТ 1.2",
gdrive_source,data\gdrive_source\ГОСТ 2.102-2013 ВИДЫ И КОМПЛЕКТНОСТЬ КОНСТРУКТОРСКИХ ДОКУМЕНТОВ.pdf,ГОСТ 2.102-2013 ВИДЫ И КОМПЛЕКТНОСТЬ КОНСТРУКТОРСКИХ ДОКУМЕНТОВ.pdf,.pdf,1662012,1.585,15,26622,1753.5,0,read,data\extracted_text\gdrive_source\ГОСТ_2.102-2013_ВИДЫ_И_КОМПЛЕКТНОСТЬ_КОНСТРУКТОРСКИХ_ДОКУМЕНТОВ__4c41ffe921.txt,"===== PAGE 1 =====
МЕЖГОСУДАРСТВЕННЫЙ СОВЕТ ПО СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И СЕРТИФИКАЦИИ
(МГС)
INTERSTATE COUNCIL FOR STANDARDIZATION, METROLOGY AND CERTIFICATION
(ISC)
М Е Ж Г О С У Д А Р С Т В Е Н Н Ы Й
С Т А Н Д А Р Т
ГОСТ
2.102-
2013
Единая система конструкторской документации
ВИДЫ И КОМПЛЕКТНОСТЬ КОНСТРУКТОРСКИХ
ДОКУМЕНТОВ
Издание официальное
Москва
Стандартинформ
2014

===== PAGE 2 =====
ГОСТ 2.102— 2013
Предисловие
Цели, основные принципы и основной порядок проведения работ по межгосударс",
gdrive_source,data\gdrive_source\ГОСТ 2.102-2013 ВИДЫ И КОМПЛЕКТНОСТЬ КОНСТРУКТОРСКИХ ДОКУМЕНТОВ.xlsx,ГОСТ 2.102-2013 ВИДЫ И КОМПЛЕКТНОСТЬ КОНСТРУКТОРСКИХ ДОКУМЕНТОВ.xlsx,.xlsx,13132,0.013,,4616,,,read,data\extracted_text\gdrive_source\ГОСТ_2.102-2013_ВИДЫ_И_КОМПЛЕКТНОСТЬ_КОНСТРУКТОРСКИХ_ДОКУМЕНТОВ__0f16bcca6f.txt,"===== SHEET Лист1 =====
Электронная модель детали | Документ, содержащий элепронную геометрическую модель детали и требования к ее изготовлению и контролю. В зависимости от стадии разработки он воючает в себя предельные отклонения размеров, шероховатости поверхностей и др.
Чертеж детали | Документ, содержащий изображение детали и другие данные, необходимые для ее изготовления и контроля
Электронная модель сборочной единицы | Документ, содержащий электронную геометрическую модель сборочной едини",
gdrive_source,data\gdrive_source\ГОСТ 2.103-2013 СТАДИИ РАЗРАБОТКИ вер конверт.docx,ГОСТ 2.103-2013 СТАДИИ РАЗРАБОТКИ вер конверт.docx,.docx,303649,0.29,,17400,,,read,data\extracted_text\gdrive_source\ГОСТ_2.103-2013_СТАДИИ_РАЗРАБОТКИ_вер_конверт__d8116db78f.txt,"сертификатсоответствкабели
Предисловие
Цели, основные принципы и основной порядок проведения работ по межгосударственной стан­ дартизации установлены в ГОСТ 1.0—2015 «Межгосударственная система стандартизации. Основные положения» и ГОСТ 1.2—2015 «Межгосударственная система стандартизации. Стандарты межгосу­ дарственные, правила и рекомендации по межгосударственной стандартизации. Правила разработки, принятия, обновления и отмены»
Сведения о стандарте
РАЗРАБОТАН Федеральным государственным унитар",
gdrive_source,data\gdrive_source\ГОСТ 2.103-2013 СТАДИИ РАЗРАБОТКИ.docx,ГОСТ 2.103-2013 СТАДИИ РАЗРАБОТКИ.docx,.docx,16137570,15.39,,3955,,,read,data\extracted_text\gdrive_source\ГОСТ_2.103-2013_СТАДИИ_РАЗРАБОТКИ__f2eb2a08da.txt,"ГОСТ 2.103—2013
4.2 Номенклатура видов документов, разрабатываемых на каждой стадии разработки КД — по ГОСТ 2.102, если состав документации не установлен в ТЗ на разработку.
4.3 Обязательность выполнения стадий разработки и этапов выполнения работ, форму представления КД (бумажная и (или) электронная) должен устанавливать разработчик, если это не установлено в ТЗ на разработку.
4.4 При невыполнении одной из стадий разработки, присущих опытно-конструкторской работе, работы, относящиеся к этим ста",
gdrive_source,data\gdrive_source\ГОСТ 2.103-2013 СТАДИИ РАЗРАБОТКИ.pdf,ГОСТ 2.103-2013 СТАДИИ РАЗРАБОТКИ.pdf,.pdf,191147,0.182,8,19117,2368.9,0,read,data\extracted_text\gdrive_source\ГОСТ_2.103-2013_СТАДИИ_РАЗРАБОТКИ__ec005fc495.txt,"===== PAGE 1 =====
МЕЖГОСУДАРСТВЕННЫЙ СОВЕТ ПО СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И СЕРТИФИКАЦИИ
(МГС)
INTERSTATE COUNCIL FOR STANDARDIZATION, METROLOGY AND CERTIFICATION
(ISC)
М Е Ж Г О С У Д А Р С Т В Е Н Н Ы Й
С Т А Н Д А Р Т
ГОСТ
2.103-
2013
Единая система конструкторской документации 
СТАДИИ РАЗРАБОТКИ
Издание официальное
Москва
Стандартинформ
2019
сертификат соответств кабели

===== PAGE 2 =====
ГОСТ 2.103—2013
Предисловие
Цели, основные принципы и основной порядок проведения работ по межгосударст",
gdrive_source,data\gdrive_source\ГОСТ 2.104-2006 ЕСКД Основные надписи.pdf,ГОСТ 2.104-2006 ЕСКД Основные надписи.pdf,.pdf,1490702,1.422,20,23892,1173.2,1,partial_low_text,data\extracted_text\gdrive_source\ГОСТ_2.104-2006_ЕСКД_Основные_надписи__c59b710e75.txt,"===== PAGE 1 =====
МЕЖГОСУДАРСТВЕННЫЙ СОВЕТ ПО СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И СЕРТИФИКАЦИИ
(МГС)
INTERSTATE COUNCIL FOR STANDARDIZATION, METROLOGY AND CERTIFICATION
(ISC)
М Е Ж Г О С У Д А Р С Т В Е Н Н Ы Й
С Т А Н Д А Р Т
ГОСТ
2 . 1 0 4 —
2006
Единая система конструкторской документации 
ОСНОВНЫЕ НАДПИСИ
Издание оф ициальное
-
ш хж т
Сшидрртжфоры
2007
коэффициент звукопоглощения

===== PAGE 2 =====
ГОСТ 2.104—2006
Предисловие
Цели, основные принципы и основной порядок проведения работ по межгосуд",
gdrive_source,data\gdrive_source\ГОСТ 2.119-2013 ЕСКД Эскизный проект.pdf,ГОСТ 2.119-2013 ЕСКД Эскизный проект.pdf,.pdf,209953,0.2,11,25570,2303.5,0,read,data\extracted_text\gdrive_source\ГОСТ_2.119-2013_ЕСКД_Эскизный_проект__1efc424d98.txt,"===== PAGE 1 =====
МЕЖГОСУДАРСТВЕННЫЙ СОВЕТ ПО СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И СЕРТИФИКАЦИИ
(МГС)
INTERSTATE COUNCIL FOR STANDARDIZATION, METROLOGY AND CERTIFICATION
(ISC)
М Е Ж Г О С У Д А Р С Т В Е Н Н Ы Й
С Т А Н Д А Р Т
ГОСТ
2 . 119—
2013
Единая система конструкторской документации 
ЭСКИЗНЫ Й ПРОЕКТ
Издание официальное
Москва
Стандартинформ
2018
государственная сертификация

===== PAGE 2 =====
ГОСТ 2.119—2013
Предисловие
Цели, основные принципы и основной порядок проведения работ по межгосударс",
gdrive_source,data\gdrive_source\ГОСТ 2.120-2013 ЕСКД Технический проект.docx,ГОСТ 2.120-2013 ЕСКД Технический проект.docx,.docx,16357471,15.6,,16424,,,read,data\extracted_text\gdrive_source\ГОСТ_2.120-2013_ЕСКД_Технический_проект__028e877fba.txt,"ГОСТ 2.120—2013
3.1.2 бумажный конструкторский документ: Конструкторский документ, выполненный на бумажном или аналогичном по назначению носителе (кальке, микрофильмах, микрофишах и т.п.).
______________________________________________________________________ [ГОСТ 2.001-2013, пункт 3.1.6]
3.1.3 графический документ: Конструкторский документ, содержащий в основном графическое изображение изделия и/или его составных частей, отражающее взаимное расположение и функционирование этих частей, их внутр",
gdrive_source,data\gdrive_source\ГОСТ 2.120-2013.pdf,ГОСТ 2.120-2013.pdf,.pdf,209737,0.2,10,25334,2512.5,0,read,data\extracted_text\gdrive_source\ГОСТ_2.120-2013__f7fcac6789.txt,"===== PAGE 1 =====
МЕЖГОСУДАРСТВЕННЫЙ СОВЕТ ПО СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И СЕРТИФИКАЦИИ
(МГС)
INTERSTATE COUNCIL FOR STANDARDIZATION, METROLOGY AND CERTIFICATION
(ISC)
М Е Ж Г О С У Д А Р С Т В Е Н Н Ы Й
С Т А Н Д А Р Т
ГОСТ
2.120—
2013
Единая система конструкторской документации 
ТЕХНИЧЕСКИЙ ПРОЕКТ
Издание официальное
Москва
Стандартинформ
2015
перчатки кружево

===== PAGE 2 =====
ГОСТ 2.120—2013
Предисловие
Цели, основные принципы и основной порядок проведения работ по межгосударственной 
ста",
gdrive_source,data\gdrive_source\ГОСТ 2.503 - 2013 ЕСКД Праила внесения изменений.pdf,ГОСТ 2.503 - 2013 ЕСКД Праила внесения изменений.pdf,.pdf,601624,0.574,32,70780,2190.2,0,read,data\extracted_text\gdrive_source\ГОСТ_2.503_-_2013_ЕСКД_Праила_внесения_изменений__d77daed825.txt,"===== PAGE 1 =====
МЕЖГОСУДАРСТВЕННЫЙ СОВЕТ ПО СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И СЕРТИФИКАЦИИ
(МГС)
INTERSTATE COUNCIL FOR STANDARDIZATION, METROLOGY AND CERTIFICATION
(ISC)
М Е Ж Г О С У Д А Р С Т В Е Н Н Ы Й
С Т А Н Д А Р Т
ГОСТ 
2.503 —
 
2013
Единая система конструкторской документации
ПРАВИЛА ВНЕСЕНИЯ ИЗМЕНЕНИИ
Издание официальное
Москва
Стандартинформ
2014
ажурные салфетки

===== PAGE 2 =====
ГОСТ 2.503 — 2013
Предисловие
Цели, основные принципы и основной порядок проведения работ по межгосудар",
gdrive_source,data\gdrive_source\ГОСТ 23891-79_Рабочие КД судостроительной верфи Спецификация.pdf,ГОСТ 23891-79_Рабочие КД судостроительной верфи Спецификация.pdf,.pdf,2404139,2.293,12,252,0.0,12,likely_scan_or_low_text,data\extracted_text\gdrive_source\ГОСТ_23891-79_Рабочие_КД_судостроительной_верфи_Спецификация__a7edd4e2e0.txt,"===== PAGE 1 =====

===== PAGE 2 =====

===== PAGE 3 =====

===== PAGE 4 =====

===== PAGE 5 =====

===== PAGE 6 =====

===== PAGE 7 =====

===== PAGE 8 =====

===== PAGE 9 =====

===== PAGE 10 =====

===== PAGE 11 =====

===== PAGE 12 =====",
gdrive_source,data\gdrive_source\ГОСТ 23896-91.pdf,ГОСТ 23896-91.pdf,.pdf,2550137,2.432,20,428,0.0,20,likely_scan_or_low_text,data\extracted_text\gdrive_source\ГОСТ_23896-91__ee7f0b5941.txt,"===== PAGE 1 =====

===== PAGE 2 =====

===== PAGE 3 =====

===== PAGE 4 =====

===== PAGE 5 =====

===== PAGE 6 =====

===== PAGE 7 =====

===== PAGE 8 =====

===== PAGE 9 =====

===== PAGE 10 =====

===== PAGE 11 =====

===== PAGE 12 =====

===== PAGE 13 =====

===== PAGE 14 =====

===== PAGE 15 =====

===== PAGE 16 =====

===== PAGE 17 =====

===== PAGE 18 =====

===== PAGE 19 =====

===== PAGE 20 =====",
